"Gene" "Cannonical" "Length" "Cromo"
"TRIM53AP" 1 1544 "11"
"EDIL3-DT" 1 1544 "5"
"LRP4-AS1" 1 1544 "11"
"LINC01967" 1 1544 "3"
"B3GNT8" 1 1543 "19"
"ASPRV1" 1 1543 "2"
"LINC02241" 1 1543 "5"
"MTCO1P12" 1 1543 "1"
"PTGES3L" 1 1543 "17"
"MT-CO1" 1 1542 "Mito"
"PLPP1" 1 1542 "5"
"CLDN7" 1 1542 "HG2087_PATCH"
"MTCO1P7" 1 1542 "2"
"WDR95P" 1 1542 "13"
"BNIP3" 1 1542 "10"
"RRP9" 1 1542 "3"
"IDH3B" 1 1542 "20"
"FAM81B" 1 1542 "5"
"SLC25A5-AS1" 1 1542 "X"
"IMPDH1P10" 1 1542 "2"
"UBE2U" 1 1542 "1"
"NPRL2" 1 1542 "3"
"SELENOF" 1 1542 "1"
"IL3RA" 1 1541 "Y"
"CHTF8P1" 1 1541 "X"
"B3GALT5-AS1" 1 1541 "21"
"PLET1" 1 1541 "11"
"VEZF1P1" 1 1541 "3"
"PATE1" 1 1541 "11"
"MIIP" 1 1541 "1"
"MADCAM1" 1 1541 "19"
"PHYH" 1 1541 "10"
"NOXO1" 1 1541 "16"
"SAT1-DT" 1 1541 "X"
"SHLD3" 1 1541 "5"
"FGF3" 1 1540 "11"
"IMPDH1P5" 1 1540 "HSCHR10_1_CTG4"
"MYF5" 1 1540 "12"
"SMIM45" 1 1540 "22"
"LINC00658" 1 1540 "20"
"PSMC3" 1 1540 "11"
"LINC01505" 1 1540 "9"
"LINC01419" 1 1540 "8"
"RNPC3P1" 1 1540 "3"
"QRSL1P1" 1 1540 "1"
"METTL17" 1 1539 "14"
"TMEM106C" 1 1539 "12"
"SMN2" 1 1539 "HSCHR5_1_CTG1_1"
"HSALR1" 1 1539 "16"
"LINC-PINT" 1 1539 "7"
"LINC00690" 1 1539 "3"
"CRLF2" 1 1538 "Y"
"AGER" 1 1538 "HSCHR6_MHC_APD_CTG1"
"LINC01291" 1 1538 "2"
"CXCL6" 1 1537 "4"
"RCC2P3" 1 1537 "7"
"NPIPB8" 1 1537 "16"
"PDGFA-DT" 1 1537 "7"
"CAPS" 1 1537 "19"
"ACAT1" 1 1537 "11"
"ATP8A2P3" 1 1536 "13"
"STMND1" 1 1536 "6"
"F10" 1 1536 "13"
"LINC01939" 1 1536 "2"
"SLC25A41" 1 1535 "19"
"OXCT2P1" 1 1535 "1"
"SNX3" 1 1535 "6"
"NSUN5P1" 1 1535 "7"
"TMEM238L" 1 1535 "17"
"SPSB3" 1 1535 "16"
"HOXC13-AS" 1 1535 "12"
"FMO9P" 1 1535 "1"
"CACNA1C-AS4" 1 1534 "HG1815_PATCH"
"IMPDH1P4" 1 1534 "X"
"MTCO1P9" 1 1534 "4"
"GET1" 1 1534 "21"
"ADPRM" 1 1534 "17"
"SERPINA6" 1 1534 "HSCHR14_7_CTG1"
"TLX3" 1 1534 "5"
"GLT6D1" 1 1534 "9"
"LPCAT2BP" 1 1534 "1"
"HP" 1 1534 "16"
"TSG101" 1 1534 "11"
"ZNF734P" 1 1534 "7"
"CASC15" 1 1534 "6"
"TMEM116" 1 1534 "12"
"LINC00469" 1 1534 "17"
"CDKL4" 1 1534 "2"
"PNLIPRP1" 1 1533 "HG2576_PATCH"
"FAM47E" 1 1533 "4"
"ALDH7A1P1" 1 1533 "5"
"IRS4-AS1" 1 1533 "X"
"PAPOLA-DT" 1 1533 "14"
"CLEC2B" 1 1533 "12"
"MAP2K5-DT" 1 1533 "15"
"ASS1" 1 1532 "9"
"SAXO4" 1 1532 "11"
"MRPS18B" 1 1532 "HSCHR6_MHC_COX_CTG1"
"WDR5CP" 1 1532 "4"
"PSG11" 1 1532 "19"
"FNDC1-AS1" 1 1532 "6"
"ZNF75CP" 1 1532 "11"
"LINC01945" 1 1532 "2"
"CLEC2L" 1 1531 "7"
"IGF2BP2-AS1" 1 1531 "3"
"CD72" 1 1531 "9"
"ZBTB45P2" 1 1531 "2"
"VPS29" 1 1531 "12"
"SMU1P1" 1 1531 "1"
"LINC02770" 1 1531 "1"
"BIN2P1" 1 1530 "4"
"NF1P7" 1 1530 "14"
"NTMT1" 1 1530 "9"
"LINC01166" 1 1530 "10"
"LINC02875" 1 1530 "17"
"ZMYND12" 1 1530 "1"
"PMS2CL" 1 1529 "7"
"FUT8-AS1" 1 1529 "14"
"LINC01340" 1 1529 "5"
"RHOQ-AS1" 1 1529 "2"
"RIOK3P1" 1 1528 "13"
"MTCO1P28" 1 1528 "16"
"POMZP3" 1 1528 "7"
"MTCO1P11" 1 1528 "9"
"NRTN" 1 1528 "19"
"HSD17B7" 1 1528 "1"
"LINC01478" 1 1527 "18"
"FOXO1B" 1 1527 "5"
"C1QL1" 1 1527 "17"
"MEIKIN" 1 1526 "5"
"LACTB2" 1 1526 "8"
"MTCO1P23" 1 1526 "10"
"HNF4A-AS1" 1 1526 "20"
"SLC25A28" 1 1526 "10"
"MTCO1P15" 1 1526 "11"
"WDR86-AS1" 1 1526 "7"
"LINC01649" 1 1526 "1"
"PRAMEF10" 1 1525 "HG1342_HG2282_PATCH"
"DBF4P2" 1 1525 "2"
"LINC01541" 1 1525 "18"
"COQ2" 1 1525 "4"
"TMEM101" 1 1525 "17"
"PTX4" 1 1525 "16"
"ZNF473CR" 1 1525 "19"
"MRNIP-DT" 1 1525 "5"
"LINC00879" 1 1525 "3"
"IMPDH1P8" 1 1525 "3"
"KCNK17" 1 1524 "6"
"CD300C" 1 1524 "HG2580_PATCH"
"FRMD8P1" 1 1524 "X"
"ACTL6B" 1 1524 "7"
"MRPL28" 1 1524 "16"
"ZNF75BP" 1 1524 "12"
"PLEKHA8P1" 1 1524 "12"
"PRR15L" 1 1524 "17"
"PAK1IP1" 1 1523 "HG2057_PATCH"
"TEX26" 1 1523 "13"
"PRR19" 1 1523 "19"
"MRPL20-DT" 1 1523 "1"
"MISP3" 1 1523 "19"
"SUMO1" 1 1523 "2"
"MPHOSPH6-DT" 1 1523 "16"
"MTCO1P8" 1 1523 "7"
"CLEC20A" 1 1523 "1"
"PKMP1" 1 1523 "1"
"COL4A2-AS2" 1 1522 "13"
"MS4A4A" 1 1522 "11"
"OTC" 1 1522 "X"
"BRD7P4" 1 1522 "6"
"GMPPA" 1 1522 "2"
"ADORA2B" 1 1522 "17"
"CWC15" 1 1522 "11"
"CEACAM16-AS1" 1 1522 "19"
"TUBA3C" 1 1521 "13"
"WDR18" 1 1521 "19"
"OR6C6" 1 1521 "12"
"LINC01089" 1 1521 "12"
"SMIM3" 1 1521 "5"
"SHANK2-AS1" 1 1521 "11"
"ACAT2" 1 1520 "6"
"TUBA3D" 1 1520 "2"
"CHAC1" 1 1520 "15"
"RBPMS-AS1" 1 1520 "8"
"SNAPC2" 1 1520 "19"
"CDK5RAP3P1" 1 1519 "20"
"FAM9A" 1 1519 "X"
"NTAQ1" 1 1519 "8"
"ATOH7" 1 1519 "10"
"TMEM277P" 1 1519 "19"
"LINC02725" 1 1519 "11"
"LINC01648" 1 1519 "1"
"GTSE1-DT" 1 1518 "22"
"LINC01734" 1 1518 "20"
"TM6SF2" 1 1518 "19"
"LINC01079" 1 1518 "13"
"TUBA3E" 1 1518 "2"
"PSMD8" 1 1518 "19"
"CA7" 1 1518 "16"
"VPS35P1" 1 1518 "16"
"DCST1-AS1" 1 1518 "1"
"LINC01639" 1 1517 "22"
"HSPA8P19" 1 1517 "3"
"KRT17" 1 1517 "17"
"HSDL2-AS1" 1 1517 "9"
"CABS1" 1 1517 "4"
"LINC02882" 1 1517 "12"
"L3HYPDH" 1 1516 "14"
"ANKRD33BP5" 1 1516 "11"
"GIMD1" 1 1516 "4"
"GALE" 1 1516 "1"
"PCOLCE" 1 1516 "7"
"PPIL1" 1 1516 "6"
"MEMO1" 1 1516 "2"
"PCF11-AS1" 1 1516 "11"
"TMBIM7P" 1 1516 "7"
"H1-10" 1 1516 "3"
"TRIM51EP" 1 1516 "11"
"ANKRD20A10P" 1 1515 "13"
"GNAT2" 1 1515 "1"
"REXO1L6P" 1 1515 "8"
"EFCAB13-DT" 1 1515 "17"
"DPP4-DT" 1 1515 "2"
"FKBP1A" 1 1514 "20"
"IMPDH1P6" 1 1514 "8"
"LINC00421" 1 1514 "13"
"FLJ13224" 1 1514 "HSCHR12_4_CTG2"
"IGFBP1" 1 1514 "7"
"KRT8P41" 1 1514 "11"
"CDY4P" 1 1513 "Y"
"PABPC1P7" 1 1513 "4"
"RUNX2-AS1" 1 1513 "6"
"RNASEH2B" 1 1513 "13"
"PLEK2" 1 1513 "14"
"EIF4BP9" 1 1513 "X"
"LINC01677" 1 1513 "1"
"KLK5" 1 1513 "19"
"MAMDC2-AS1" 1 1513 "9"
"IGBP1C" 1 1513 "17"
"IZUMO1R" 1 1513 "11"
"NUDT18" 1 1513 "8"
"BFSP2" 1 1512 "3"
"MSRA" 1 1512 "HG76_PATCH"
"HAGHL" 1 1512 "16"
"SMN1" 1 1512 "HSCHR5_1_CTG1_1"
"HSD17B6" 1 1512 "12"
"VDAC2" 1 1512 "10"
"TEKT4" 1 1512 "2"
"LINC00942" 1 1512 "12"
"CAMKMT" 1 1512 "2"
"CYP4Z2P" 1 1512 "1"
"BARX1" 1 1511 "9"
"FCGRT" 1 1511 "19"
"PPP2R3C" 1 1511 "14"
"ARPC1B" 1 1511 "7"
"ACD" 1 1511 "16"
"CSGALNACT2-DT" 1 1511 "10"
"UBE2H-DT" 1 1511 "7"
"VPS72" 1 1511 "1"
"CBLIF" 1 1511 "11"
"SLC16A1P1" 1 1510 "7"
"LINC00458" 1 1510 "13"
"API5P1" 1 1510 "X"
"C9orf57" 1 1510 "9"
"LINC02181" 1 1510 "16"
"TRIM51G" 1 1510 "11"
"TARBP2" 1 1510 "12"
"PDIA3P1" 1 1510 "1"
"POGLUT2P1" 1 1509 "5"
"TMA7B" 1 1509 "22"
"NDUFAF1" 1 1509 "15"
"GPR84" 1 1509 "12"
"CCDC32" 1 1509 "15"
"NPIPA2" 1 1509 "16"
"GUCA1A" 1 1509 "6"
"GMPR" 1 1508 "6"
"TXNDC9" 1 1508 "2"
"PDGFRL" 1 1508 "8"
"RAB20" 1 1507 "13"
"CYP51A1P1" 1 1507 "3"
"IL1B" 1 1507 "2"
"YIPF3" 1 1507 "6"
"SF3A3P2" 1 1507 "11"
"PDHB" 1 1507 "3"
"LTA" 1 1507 "HSCHR6_MHC_COX_CTG1"
"QDPR" 1 1507 "4"
"ECI1" 1 1507 "16"
"CCL16" 1 1507 "17"
"ATP5F1AP3" 1 1507 "16"
"MYOG" 1 1507 "1"
"KLRC4-KLRK1" 1 1507 "12"
"PRPF19-DT" 1 1507 "11"
"GOLGA2P2Y" 1 1506 "Y"
"GZMK" 1 1506 "5"
"OXSM" 1 1506 "3"
"COQ5" 1 1506 "12"
"ELF2P3" 1 1506 "9"
"HLA-F" 1 1506 "HSCHR6_MHC_DBB_CTG1"
"PANDAR" 1 1506 "6"
"HLA-G" 1 1506 "HSCHR6_MHC_QBL_CTG1"
"LINC02298" 1 1506 "14"
"TTTY25P" 1 1505 "Y"
"SLC25A28-DT" 1 1505 "10"
"HMBS" 1 1505 "11"
"UBL4B" 1 1505 "1"
"CD53" 1 1505 "1"
"CNN3-DT" 1 1505 "1"
"MIR219A2HG" 1 1504 "9"
"NOP53" 1 1504 "19"
"IMPDH1P11" 1 1504 "16"
"KARS1P3" 1 1504 "16"
"TPD52L3" 1 1504 "9"
"CCK" 1 1504 "3"
"LINC02402" 1 1504 "12"
"CSF3" 1 1504 "17"
"AKAP1-DT" 1 1504 "17"
"ERICH5" 1 1503 "8"
"FAM89A" 1 1503 "1"
"BMS1P1" 1 1503 "10"
"TH2LCRR" 1 1503 "5"
"CTSZ" 1 1502 "20"
"IMPDH1P7" 1 1502 "2"
"LRR1" 1 1502 "14"
"LINC02240" 1 1502 "5"
"FILNC1" 1 1502 "6"
"LINC01121" 1 1502 "2"
"ELOA-AS1" 1 1502 "1"
"CASTOR1" 1 1501 "22"
"RTP4" 1 1501 "HG2264_PATCH"
"LYARP1" 1 1501 "2"
"HNRNPLP1" 1 1501 "6"
"ACTG2" 1 1501 "2"
"FTLP10" 1 1501 "4"
"TAF11L11" 1 1501 "5"
"EEF1A1-AS1" 1 1501 "6"
"PARL" 1 1501 "3"
"OVAAL" 1 1501 "1"
"ATP4B" 1 1500 "13"
"TOR2A" 1 1500 "9"
"MRPL48" 1 1500 "11"
"USP32P4" 1 1500 "17"
"CDC20P1" 1 1500 "9"
"PSG10P" 1 1500 "19"
"AGAP2-AS1" 1 1500 "12"
"CYP51A1P2" 1 1499 "13"
"CIB2" 1 1499 "15"
"LINC00208" 1 1499 "HG76_PATCH"
"OOSP2" 1 1499 "HSCHR11_1_CTG3_1"
"LINC00221" 1 1499 "14"
"CNN1" 1 1499 "19"
"LINC02850" 1 1498 "2"
"UCN2" 1 1498 "3"
"API5P2" 1 1498 "2"
"TCP1P3" 1 1498 "12"
"GAP43" 1 1498 "3"
"DDX39A" 1 1498 "19"
"CFHR2" 1 1498 "1"
"PROZ" 1 1497 "13"
"LYRM4" 1 1497 "6"
"NPAP1P9" 1 1497 "9"
"PLLP" 1 1497 "16"
"SELENOK" 1 1497 "3"
"NFE2L1-DT" 1 1497 "17"
"PPP4R2P4" 1 1497 "3"
"SRSF5" 1 1496 "14"
"CREB3" 1 1496 "9"
"RAB3A" 1 1496 "19"
"ADA" 1 1496 "20"
"RFPL1" 1 1496 "22"
"SCRN2" 1 1496 "17"
"OR12D2" 1 1496 "6"
"LCAT" 1 1496 "16"
"KAT8" 1 1495 "16"
"ESX1" 1 1495 "X"
"SYNGR2" 1 1495 "17"
"TERLR1" 1 1495 "5"
"PBX4" 1 1495 "19"
"GPR89P" 1 1495 "6"
"WASF4P" 1 1494 "X"
"CYREN" 1 1494 "7"
"PIK3R5-DT" 1 1494 "17"
"FMO10P" 1 1493 "1"
"NBEAP3" 1 1493 "22"
"LINC02297" 1 1493 "14"
"GPR87" 1 1493 "3"
"LINC02113" 1 1493 "5"
"PNISR-AS1" 1 1493 "6"
"ADM" 1 1492 "11"
"OFD1P9Y" 1 1491 "Y"
"KRT8P21" 1 1491 "1"
"ACTL7A" 1 1491 "9"
"TM4SF4" 1 1491 "3"
"TLCD4-RWDD3" 1 1491 "1"
"ABHD16B" 1 1491 "20"
"BLOC1S4" 1 1491 "4"
"FKBP9P1" 1 1491 "7"
"ACTA1" 1 1491 "1"
"LINC02858" 1 1491 "16"
"ELP5" 1 1491 "17"
"SIGLEC17P" 1 1491 "19"
"MTCO1P46" 1 1491 "2"
"LINC01685" 1 1491 "1"
"FAM226B" 1 1490 "X"
"LYZ" 1 1490 "12"
"RIBC2" 1 1490 "22"
"NPM2" 1 1490 "8"
"CYP2D8P" 1 1490 "HSCHR22_1_CTG1"
"TEKT2" 1 1490 "1"
"LINC01847" 1 1490 "5"
"USP30-AS1" 1 1490 "12"
"KPNA2P2" 1 1489 "7"
"CDPF1" 1 1489 "22"
"SAP30-DT" 1 1489 "4"
"BUD13P1" 1 1489 "11"
"LINC00869" 1 1489 "1"
"RFPL3" 1 1488 "22"
"CCNB2" 1 1488 "15"
"RPP40" 1 1488 "6"
"RIBC1" 1 1488 "X"
"ZSCAN5DP" 1 1488 "19"
"NMD3P1" 1 1488 "7"
"POU1F1" 1 1488 "3"
"SUPT4H1" 1 1488 "17"
"LINC02367" 1 1488 "12"
"LINC01520" 1 1487 "10"
"NAB1P1" 1 1487 "X"
"SERHL" 1 1487 "22"
"GPR142" 1 1487 "17"
"ETV2" 1 1487 "19"
"RCC2P5" 1 1487 "3"
"MRPS31" 1 1486 "13"
"LILRP1" 1 1486 "HSCHR19LRC_PGF2_CTG3_1"
"SERPINA11" 1 1486 "14"
"MIR9-2HG" 1 1486 "5"
"TCN1" 1 1486 "11"
"ECEL1P2" 1 1486 "2"
"C1orf210" 1 1486 "1"
"SDCBP2" 1 1485 "20"
"CLUHP8" 1 1485 "12"
"CYP2G2P" 1 1485 "19"
"SERPINA2" 1 1485 "HSCHR14_7_CTG1"
"IGHE" 1 1485 "14"
"NIT1" 1 1485 "1"
"ASCL2" 1 1485 "11"
"RPP38" 1 1484 "10"
"LINC02361" 1 1484 "HG2246_HG2248_HG2276_PATCH"
"LIPM" 1 1484 "10"
"LIPJ" 1 1484 "10"
"LINC02434" 1 1484 "4"
"LINC03013" 1 1484 "7"
"CCR8" 1 1484 "3"
"CRYL1" 1 1483 "13"
"TRADD" 1 1483 "16"
"SMIM10" 1 1483 "X"
"PNLIP" 1 1483 "10"
"ANP32B" 1 1483 "9"
"MRPL37" 1 1483 "1"
"PNLIPRP2" 1 1482 "HG2576_PATCH"
"EPYC" 1 1482 "12"
"PTN" 1 1482 "7"
"GLIPR1-AS1" 1 1482 "12"
"PFKP-DT" 1 1482 "10"
"CD81" 1 1482 "11"
"LINC02739" 1 1482 "11"
"RDH8" 1 1481 "19"
"LYL1" 1 1481 "19"
"HDHD3" 1 1481 "9"
"PGPEP1L" 1 1481 "15"
"CYP21A1P" 1 1481 "HSCHR6_MHC_DBB_CTG1"
"SRP9" 1 1481 "1"
"FSCN1P1" 1 1481 "15"
"BET1" 1 1481 "7"
"DIRAS3" 1 1481 "1"
"THUMPD3P1" 1 1480 "7"
"FOXN3P1" 1 1480 "X"
"IL2RG" 1 1480 "X"
"GAS2L1P1" 1 1480 "9"
"MRGPRX3" 1 1480 "11"
"DUXAP10" 1 1480 "14"
"DBIL5P" 1 1480 "17"
"SLC2A3P2" 1 1480 "1"
"ACTR3BP5" 1 1479 "10"
"NCOA4P1" 1 1479 "14"
"NUFIP1P1" 1 1479 "6"
"OLFM5P" 1 1479 "11"
"ZRSR2" 1 1479 "X"
"CXCL11" 1 1479 "4"
"ZNF232" 1 1479 "17"
"NPEPPSP1" 1 1479 "17"
"MTA3P1" 1 1479 "2"
"CNPY4" 1 1478 "7"
"NFKBIL1" 1 1478 "HSCHR6_MHC_MCF_CTG1"
"KRT89P" 1 1478 "12"
"KLRB1" 1 1478 "12"
"LINC00680" 1 1478 "6"
"JTB-DT" 1 1478 "1"
"ARIH2P1" 1 1477 "18"
"OTOR" 1 1477 "20"
"BRD7P3" 1 1477 "6"
"SF3A3P1" 1 1477 "20"
"RNF25" 1 1477 "2"
"NALT1" 1 1477 "9"
"SNRNP35" 1 1477 "12"
"RCC2P1" 1 1476 "Y"
"CCDC188" 1 1476 "22"
"CKMT2" 1 1476 "5"
"LINC02594" 1 1476 "17"
"LINC00158" 1 1476 "21"
"LINC00463" 1 1476 "13"
"TUSC1" 1 1476 "9"
"MIF-AS1" 1 1476 "22"
"GPSM3" 1 1476 "HSCHR6_MHC_COX_CTG1"
"ATAT1" 1 1476 "HSCHR6_MHC_MCF_CTG1"
"LINC02931" 1 1476 "X"
"TEX21P" 1 1476 "14"
"TOMT" 1 1476 "11"
"LINC02772" 1 1476 "1"
"LINC01361" 1 1476 "1"
"MDM4P1" 1 1475 "X"
"NPDC1" 1 1475 "9"
"ZACN" 1 1475 "17"
"IFNE" 1 1475 "9"
"TMEM138" 1 1475 "11"
"DNAL4" 1 1474 "22"
"FBXW11P1" 1 1474 "21"
"CHKB" 1 1474 "22"
"RPS4X" 1 1474 "X"
"HOXC9" 1 1474 "12"
"CD63-AS1" 1 1474 "12"
"OR1S1" 1 1474 "11"
"LINC00943" 1 1474 "12"
"ACP1" 1 1474 "2"
"GCAT" 1 1473 "22"
"PNCK" 1 1473 "X"
"KCNE5" 1 1473 "X"
"FBP1" 1 1473 "9"
"TP53I13" 1 1473 "17"
"TMEM207" 1 1473 "3"
"RPL13AP3" 1 1473 "14"
"PRODH2" 1 1473 "19"
"NUDT17" 1 1473 "1"
"NME7" 1 1472 "1"
"RAC2" 1 1472 "22"
"CCDC24" 1 1472 "1"
"MAPK8IP1P2" 1 1472 "17"
"TSSC4" 1 1472 "11"
"HAO2" 1 1472 "1"
"CCDST" 1 1472 "1"
"OR5T1" 1 1471 "HG2568_PATCH"
"NSFP1" 1 1471 "HSCHR17_1_CTG5"
"SLC2A3P4" 1 1471 "8"
"GFRA4" 1 1471 "20"
"APOA4" 1 1471 "11"
"DIABLO" 1 1471 "12"
"LINC02555" 1 1471 "12"
"DHRS1" 1 1470 "HG1_PATCH"
"PSMD10" 1 1470 "X"
"ZRSR2P1" 1 1470 "5"
"LINC00928" 1 1470 "15"
"LINC02253" 1 1470 "15"
"OR10W1" 1 1469 "11"
"OSBPL9P1" 1 1469 "3"
"C10orf95" 1 1469 "10"
"MAPK8IP1P1" 1 1469 "HSCHR17_1_CTG5"
"RCN3" 1 1469 "19"
"SHC1P2" 1 1469 "17"
"ZNF680P1" 1 1469 "7"
"TP53TG3E" 1 1469 "16"
"IQCJ" 1 1469 "3"
"LIMK2P1" 1 1468 "X"
"YEATS4" 1 1468 "12"
"CHURC1-FNTB" 1 1468 "14"
"SCGN" 1 1468 "6"
"TP53TG3D" 1 1468 "16"
"SNRPN" 1 1468 "15"
"FARS2-AS1" 1 1468 "6"
"TRIM48" 1 1467 "11"
"MKRN5P" 1 1467 "X"
"EID3" 1 1467 "12"
"TP53TG3F" 1 1467 "16"
"TP53TG3B" 1 1467 "16"
"MTND4P1" 1 1466 "13"
"ITGA9-AS1" 1 1466 "HG2069_PATCH"
"TPTE2P2" 1 1466 "13"
"ELOVL1" 1 1466 "1"
"OR51C1P" 1 1466 "11"
"LINC02123" 1 1466 "5"
"NUDT16L1" 1 1466 "16"
"ZNF736P3Y" 1 1465 "Y"
"ACOT4" 1 1465 "14"
"TMEM69" 1 1465 "1"
"TP53TG3" 1 1465 "16"
"ZNF731P" 1 1465 "1"
"GATA1" 1 1464 "X"
"CPP" 1 1464 "8"
"PROP1" 1 1464 "5"
"NAA80" 1 1464 "3"
"EGOT" 1 1464 "3"
"KLK3" 1 1464 "19"
"ARFGEF1-DT" 1 1464 "8"
"MTERF3" 1 1463 "8"
"FAM32A" 1 1463 "19"
"TRIM60P19" 1 1462 "13"
"CNOT6LP1" 1 1462 "15"
"LINC01684" 1 1462 "21"
"RCBTB2P1" 1 1462 "10"
"METTL18" 1 1462 "1"
"NCLP2" 1 1462 "X"
"PLCG1-AS1" 1 1462 "20"
"TP53TG3C" 1 1462 "16"
"IL1R2" 1 1462 "2"
"RCE1" 1 1462 "11"
"LINC02889" 1 1462 "7"
"CD33" 1 1462 "19"
"REN" 1 1462 "1"
"COMMD8" 1 1461 "4"
"KRT8P32" 1 1461 "5"
"PRR7" 1 1461 "5"
"TAF9" 1 1461 "HSCHR5_2_CTG1_1"
"MKI67P1" 1 1460 "X"
"ZSWIM8-AS1" 1 1460 "10"
"HSPB6" 1 1460 "19"
"DMRTC1B" 1 1460 "X"
"SPATA33" 1 1460 "16"
"ZAR1" 1 1460 "4"
"LINC02842" 1 1460 "8"
"ANKRD34C-AS1" 1 1460 "15"
"RRAD" 1 1460 "16"
"MYHAS" 1 1460 "17"
"CD81-AS1" 1 1460 "11"
"ZIK1P1" 1 1459 "X"
"SAMD13" 1 1459 "1"
"ANKRD33BP10" 1 1459 "11"
"LINC03112" 1 1458 "Y"
"LINC02689" 1 1458 "HG152_PATCH"
"KRT8P5" 1 1458 "18"
"SNU13" 1 1458 "22"
"CDYLP1" 1 1458 "HG2236_PATCH"
"KRT8P43" 1 1458 "6"
"AUP1" 1 1458 "2"
"MRPS2" 1 1458 "9"
"RHBDL1" 1 1458 "16"
"LINC02191" 1 1458 "16"
"CYP2T1P" 1 1458 "19"
"NEURL3" 1 1458 "2"
"KRT8P27" 1 1457 "X"
"TMEM161BP1" 1 1457 "10"
"MSL3P3" 1 1457 "8"
"LGALS8-AS1" 1 1457 "1"
"GPN3" 1 1457 "12"
"SLC28A2-AS1" 1 1457 "15"
"TMPRSS12" 1 1457 "12"
"LINC02584" 1 1457 "11"
"LINC01103" 1 1457 "2"
"ANXA13" 1 1456 "8"
"FRGCA" 1 1456 "21"
"PAIP2" 1 1456 "5"
"FAH" 1 1456 "15"
"KRT8P25" 1 1456 "3"
"ZBTB45P1" 1 1456 "2"
"PIGC" 1 1456 "1"
"MDN1-AS1" 1 1456 "6"
"CYP2AB1P" 1 1456 "3"
"DDX6P2" 1 1455 "13"
"CNMD" 1 1455 "13"
"KRT8P19" 1 1455 "12"
"EID2" 1 1455 "19"
"WASF5P" 1 1455 "6"
"ILKAP" 1 1455 "2"
"OSCP1" 1 1455 "1"
"ANKRD33BP7" 1 1454 "11"
"KRT8P4" 1 1454 "8"
"PIGAP1" 1 1454 "12"
"FAM99A" 1 1454 "HSCHR11_2_CTG1_1"
"CALB2" 1 1454 "HSCHR16_4_CTG3_1"
"PEX7" 1 1454 "6"
"TACC1P1" 1 1454 "10"
"LAP3P2" 1 1454 "6"
"ADH1A" 1 1454 "4"
"ADH1C" 1 1454 "4"
"CCT7P2" 1 1454 "5"
"APEX1" 1 1453 "14"
"SPACA1" 1 1453 "6"
"CAMK1" 1 1453 "3"
"BTBD7P1" 1 1453 "10"
"ENO3" 1 1453 "17"
"CLK3P2" 1 1453 "1"
"DNAH17-AS1" 1 1453 "17"
"FADS2B" 1 1453 "11"
"LINC00273" 1 1452 "16"
"TMEM187" 1 1452 "X"
"CAMK2N2" 1 1452 "3"
"B3GAT3" 1 1452 "11"
"CPB1" 1 1452 "3"
"LINC01842" 1 1452 "19"
"CCDC34" 1 1452 "11"
"CACNA1G-AS1" 1 1452 "17"
"LINC00901" 1 1452 "3"
"GAL3ST2" 1 1452 "2"
"SLC25A6" 1 1451 "Y"
"SERGEF" 1 1451 "11"
"ACTN4P1" 1 1451 "4"
"UBXN8" 1 1451 "8"
"HYLS1" 1 1451 "11"
"MMP26" 1 1451 "11"
"KRT8P15" 1 1451 "2"
"SLC2A3P1" 1 1451 "5"
"TAFA3" 1 1451 "1"
"MKRN9P" 1 1451 "12"
"LINC02395" 1 1451 "12"
"NBPF21P" 1 1451 "3"
"PRAMEF28P" 1 1450 "HG1342_HG2282_PATCH"
"MTND5P33" 1 1450 "16"
"ADGRA3P1" 1 1450 "18"
"WDR83" 1 1450 "19"
"RXFP4" 1 1450 "1"
"CNPY2" 1 1450 "12"
"IFIT1P1" 1 1449 "13"
"KRT8P9" 1 1449 "15"
"IMPA2" 1 1449 "18"
"KRT8P3" 1 1449 "8"
"MTND5P12" 1 1449 "5"
"AQP5" 1 1449 "12"
"NARF-AS2" 1 1449 "17"
"KRT8P17" 1 1448 "X"
"DNAJC25-GNG10" 1 1448 "9"
"KRT8P8" 1 1448 "HSCHRX_1_CTG14"
"ASGR2" 1 1448 "17"
"RABGGTB" 1 1448 "1"
"LINC02055" 1 1448 "8"
"LINC00861" 1 1448 "8"
"GAPDHS" 1 1448 "19"
"LINC01801" 1 1448 "19"
"MILR1" 1 1448 "17"
"PRAMEF34P" 1 1447 "HG1342_HG2282_PATCH"
"EEF1A1P2" 1 1447 "14"
"RBPJP5" 1 1447 "9"
"GAD3P" 1 1447 "18"
"SGO1P1" 1 1447 "1"
"RBPJP7" 1 1447 "9"
"NCKAP1P1" 1 1447 "X"
"ARG1" 1 1447 "6"
"ARL9" 1 1447 "4"
"KRT8P45" 1 1447 "1"
"KRT8P10" 1 1447 "2"
"EEF1G" 1 1446 "11"
"UBALD2" 1 1446 "17"
"CASP5" 1 1446 "11"
"TACO1" 1 1446 "17"
"ADIPINT" 1 1446 "9"
"MRGPRX1" 1 1446 "11"
"HDDC2" 1 1446 "6"
"NCF1C" 1 1446 "7"
"KRT8P18" 1 1445 "3"
"HDAC1P1" 1 1445 "10"
"LINC02743" 1 1445 "11"
"HSFY2" 1 1444 "Y"
"RBPJP2" 1 1444 "9"
"GJB4" 1 1444 "1"
